iter	RMSE
905	0.3583324779
906	0.3582981519
907	0.3582826106
908	0.3582730314
909	0.358237305
910	0.3582094427
911	0.3581964786
912	0.3581733487
913	0.3581559994
914	0.358123558
915	0.3580984009
916	0.3580853095
917	0.3580525065
918	0.3580325648
919	0.3580158641
920	0.3579940668
921	0.3579631739
922	0.3579408632
923	0.3579243765
924	0.3579061473
925	0.3578733299
926	0.3578515668
927	0.3578353092
928	0.357818538
929	0.3577896738
930	0.3577748068
931	0.3577490862
932	0.3577061636
933	0.3576924802
934	0.3576721084
935	0.3576428222
936	0.3576110968
937	0.357578304
938	0.357554998
939	0.3575256873
940	0.3575042101
941	0.3574862691
942	0.3574716495
943	0.3574508473
944	0.3574243694
945	0.3574038155
946	0.3573770154
947	0.3573606404
948	0.357319162
949	0.3572899013
950	0.3572551823
951	0.3572165808
952	0.3571715229
953	0.3571572583
954	0.3571412995
955	0.357118286
956	0.3570840284
957	0.3570696732
958	0.3570497071
959	0.3570251348
960	0.3570010245
961	0.3569849536
962	0.3569560661
963	0.3569282282
964	0.3569017556
965	0.3568760196
966	0.3568512886
967	0.3568259993
968	0.3568101329
969	0.3567919294
970	0.3567578519
971	0.3567270728
972	0.3566940483
973	0.3566667444
974	0.3566310437
975	0.3566085722
976	0.356585887
977	0.3565741451
978	0.3565506755
979	0.3565213655
980	0.3564935595
981	0.3564758816
982	0.3564402679
983	0.3564221654
984	0.356391476
985	0.3563599173
986	0.3563321295
987	0.3563244125
988	0.3562951825
989	0.3562779346
990	0.3562481484
991	0.3562293964
992	0.3562058973
993	0.3561878595
994	0.3561639586
995	0.3561277
996	0.3561080602
997	0.3560790486
998	0.3560523228
999	0.3560282694
